date,market_value
14-07-1998,6100.2
15-07-1998,6151.5
16-07-1998,6116.8
17-07-1998,6174
20-07-1998,6179
21-07-1998,6132.7
22-07-1998,5989.6
23-07-1998,5976.2
24-07-1998,5892.3
27-07-1998,5836.1
28-07-1998,5835.8
29-07-1998,5844.1
30-07-1998,5910.7
31-07-1998,5837
03-08-1998,5809.7
04-08-1998,5736.1
05-08-1998,5632.5
06-08-1998,5594.1
07-08-1998,5680.4
10-08-1998,5587.6
11-08-1998,5432.8
12-08-1998,5462.2
13-08-1998,5399.5
14-08-1998,5455
17-08-1998,5467.2
18-08-1998,5648.2
19-08-1998,5694.3
20-08-1998,5667.4
21-08-1998,5477
24-08-1998,5553.7
25-08-1998,5654.4
26-08-1998,5545.4
27-08-1998,5368.5
28-08-1998,5249.4
31-08-1998,5249.4
01-09-1998,5169.14
02-09-1998,5235.85
03-09-1998,5118.72
04-09-1998,5167.03
07-09-1998,5347.03
08-09-1998,5344.2
09-09-1998,5311.26
10-09-1998,5136.57
11-09-1998,5118.59
14-09-1998,5268.61
15-09-1998,5281.73
16-09-1998,5291.67
17-09-1998,5132.89
18-09-1998,5055.58
21-09-1998,4990.33
22-09-1998,5103.31
23-09-1998,5214.68
24-09-1998,5167.63
25-09-1998,5061.01
28-09-1998,5093.53
29-09-1998,5108.73
30-09-1998,5064.36
01-10-1998,4908.19
02-10-1998,4750.35
05-10-1998,4648.7
06-10-1998,4853.97
07-10-1998,4828.9
08-10-1998,4698.85
09-10-1998,4823.39
12-10-1998,5037.65
13-10-1998,4990.14
14-10-1998,5038.43
15-10-1998,5056.31
16-10-1998,5133.07
19-10-1998,5077.53
20-10-1998,5251.88
21-10-1998,5206.6
22-10-1998,5229.94
23-10-1998,5217.14
26-10-1998,5231.47
27-10-1998,5331.16
28-10-1998,5293.88
29-10-1998,5358.52
30-10-1998,5438.37
02-11-1998,5525.52
03-11-1998,5503.87
04-11-1998,5622.86
05-11-1998,5479.81
06-11-1998,5490.97
09-11-1998,5433.86
10-11-1998,5432.34
11-11-1998,5476.84
12-11-1998,5448.95
13-11-1998,5463.22
16-11-1998,5510.5
17-11-1998,5502.72
18-11-1998,5474.01
19-11-1998,5606.18
20-11-1998,5717.49
23-11-1998,5848.37
24-11-1998,5798.26
25-11-1998,5755.27
26-11-1998,5827.87
27-11-1998,5844.21
30-11-1998,5743.89
01-12-1998,5537.45
02-12-1998,5507.2
03-12-1998,5566.13
04-12-1998,5581.93
07-12-1998,5576.71
08-12-1998,5615.68
09-12-1998,5669.11
10-12-1998,5660.31
11-12-1998,5541.73
14-12-1998,5534.52
15-12-1998,5557.09
16-12-1998,5630.4
17-12-1998,5685.24
18-12-1998,5741.85
21-12-1998,5876.5
22-12-1998,5843.29
23-12-1998,5908.79
24-12-1998,5867.22
25-12-1998,5867.22
28-12-1998,5867.22
29-12-1998,5941.54
30-12-1998,5882.58
31-12-1998,5882.58
01-01-1999,5882.58
04-01-1999,5879.4
05-01-1999,5958.19
06-01-1999,6148.83
07-01-1999,6101.23
08-01-1999,6147.18
11-01-1999,6085.01
12-01-1999,6033.61
13-01-1999,5850.11
14-01-1999,5820.18
15-01-1999,5941.02
18-01-1999,6123.93
19-01-1999,6027.59
20-01-1999,6105.59
21-01-1999,6022.25
22-01-1999,5861.24
25-01-1999,5880.94
26-01-1999,5885.66
27-01-1999,5876.4
28-01-1999,5872.5
29-01-1999,5896
01-02-1999,6012.39
02-02-1999,6012.98
03-02-1999,5940.26
04-02-1999,5939.92
05-02-1999,5855.27
08-02-1999,5834.91
09-02-1999,5779.91
10-02-1999,5770.2
11-02-1999,5888.5
12-02-1999,5950.73
15-02-1999,6023.24
16-02-1999,6108.61
17-02-1999,6078.39
18-02-1999,6074.92
19-02-1999,6031.21
22-02-1999,6069.93
23-02-1999,6155.24
24-02-1999,6307.62
25-02-1999,6206.51
26-02-1999,6175.1
01-03-1999,6060.87
02-03-1999,6061.27
03-03-1999,6048.32
04-03-1999,6101.45
05-03-1999,6205.48
08-03-1999,6208.8
09-03-1999,6237.7
10-03-1999,6241.48
11-03-1999,6335.68
12-03-1999,6282.22
15-03-1999,6206.77
16-03-1999,6201.91
17-03-1999,6140.58
18-03-1999,6114.27
19-03-1999,6163.21
22-03-1999,6152.76
23-03-1999,6060.51
24-03-1999,6016.7
25-03-1999,6084.99
26-03-1999,6139.23
29-03-1999,6252.9
30-03-1999,6264.15
31-03-1999,6295.3
01-04-1999,6330.02
02-04-1999,6330.02
05-04-1999,6330.02
06-04-1999,6415.28
07-04-1999,6473.22
08-04-1999,6437.87
09-04-1999,6472.83
12-04-1999,6441.2
13-04-1999,6513.08
14-04-1999,6493.56
15-04-1999,6466.1
16-04-1999,6420.61
19-04-1999,6515.34
20-04-1999,6319.76
21-04-1999,6311
22-04-1999,6413.55
23-04-1999,6427.99
26-04-1999,6503.59
27-04-1999,6593.62
28-04-1999,6598.77
29-04-1999,6497.6
30-04-1999,6552.18
03-05-1999,6552.18
04-05-1999,6533.14
05-05-1999,6401.67
06-05-1999,6406.59
07-05-1999,6356.03
10-05-1999,6348.82
11-05-1999,6378.26
12-05-1999,6343.12
13-05-1999,6456.62
14-05-1999,6300.42
17-05-1999,6165.79
18-05-1999,6206.43
19-05-1999,6266.73
20-05-1999,6368.18
21-05-1999,6353.1
24-05-1999,6322.1
25-05-1999,6249.32
26-05-1999,6236.77
27-05-1999,6199.47
28-05-1999,6226.22
31-05-1999,6226.22
01-06-1999,6250.03
02-06-1999,6302.2
03-06-1999,6348.58
04-06-1999,6361.48
07-06-1999,6412.03
08-06-1999,6431.54
09-06-1999,6453.01
10-06-1999,6403.41
11-06-1999,6484.79
14-06-1999,6430.15
15-06-1999,6451.24
16-06-1999,6504.88
17-06-1999,6493.61
18-06-1999,6527.81
21-06-1999,6581.25
22-06-1999,6552.42
23-06-1999,6496.5
24-06-1999,6416.69
25-06-1999,6435.43
28-06-1999,6405.75
29-06-1999,6307.08
30-06-1999,6318.53
01-07-1999,6488.9
02-07-1999,6491.92
05-07-1999,6592
06-07-1999,6620.63
07-07-1999,6597.42
08-07-1999,6557.34
09-07-1999,6562.6
12-07-1999,6545.47
13-07-1999,6445.62
14-07-1999,6473.14
15-07-1999,6574.99
16-07-1999,6563.25
19-07-1999,6483.7
20-07-1999,6391.99
21-07-1999,6329.83
22-07-1999,6297.75
23-07-1999,6207.42
26-07-1999,6169.13
27-07-1999,6262.83
28-07-1999,6297.22
29-07-1999,6117.53
30-07-1999,6231.93
02-08-1999,6288.29
03-08-1999,6250.65
04-08-1999,6235.43
05-08-1999,6101.61
06-08-1999,6121
09-08-1999,6126.45
10-08-1999,5978.4
11-08-1999,6014.44
12-08-1999,6153.34
13-08-1999,6245.13
16-08-1999,6235.41
17-08-1999,6166.45
18-08-1999,6201.78
19-08-1999,6117.98
20-08-1999,6180.84
23-08-1999,6322.11
24-08-1999,6315.06
25-08-1999,6369.49
26-08-1999,6383.93
27-08-1999,6375.16
30-08-1999,6375.16
31-08-1999,6246.44
01-09-1999,6276.18
02-09-1999,6195.6
03-09-1999,6332.15
06-09-1999,6375.7
07-09-1999,6309.51
08-09-1999,6253.57
09-09-1999,6260.58
10-09-1999,6191.01
13-09-1999,6168.97
14-09-1999,6115.96
15-09-1999,6067.69
16-09-1999,6014.61
17-09-1999,6039.8
20-09-1999,6056.53
21-09-1999,5957.34
22-09-1999,5913.93
23-09-1999,5969.71
24-09-1999,5937.64
27-09-1999,6078.58
28-09-1999,6007.18
29-09-1999,6020.64
30-09-1999,6029.84
01-10-1999,5970.73
04-10-1999,6052.88
05-10-1999,6084.51
06-10-1999,6097.53
07-10-1999,6200.45
08-10-1999,6199.39
11-10-1999,6234.78
12-10-1999,6174.85
13-10-1999,6113.36
14-10-1999,6039.4
15-10-1999,5907.33
18-10-1999,5869.18
19-10-1999,5993.69
20-10-1999,6006.68
21-10-1999,5939.3
22-10-1999,6058.91
25-10-1999,6009.36
26-10-1999,6092.4
27-10-1999,6045.7
28-10-1999,6149.1
29-10-1999,6255.72
01-11-1999,6283.97
02-11-1999,6252
03-11-1999,6280.84
04-11-1999,6331.3
05-11-1999,6356.61
08-11-1999,6374.34
09-11-1999,6435.45
10-11-1999,6446.96
11-11-1999,6551.44
12-11-1999,6511.58
15-11-1999,6533.64
16-11-1999,6582.99
17-11-1999,6555.69
18-11-1999,6550.75
19-11-1999,6482.25
22-11-1999,6441.99
23-11-1999,6534.2
24-11-1999,6561.76
25-11-1999,6682.76
26-11-1999,6684.79
29-11-1999,6692.31
30-11-1999,6597.17
01-12-1999,6645.97
02-12-1999,6653.7
03-12-1999,6742.17
06-12-1999,6694.01
07-12-1999,6660.92
08-12-1999,6619.38
09-12-1999,6680.84
10-12-1999,6739.52
13-12-1999,6710.71
14-12-1999,6702.08
15-12-1999,6633.82
16-12-1999,6671.98
17-12-1999,6724.58
20-12-1999,6731.19
21-12-1999,6707.5
22-12-1999,6728.65
23-12-1999,6776.81
24-12-1999,6806.51
27-12-1999,6806.51
28-12-1999,6806.51
29-12-1999,6835.91
30-12-1999,6930.2
31-12-1999,6930.2
03-01-2000,6930.2
04-01-2000,6665.86
05-01-2000,6535.9
06-01-2000,6447.24
07-01-2000,6504.75
10-01-2000,6607.71
11-01-2000,6518.94
12-01-2000,6532.84
13-01-2000,6531.46
14-01-2000,6658.18
17-01-2000,6669.46
18-01-2000,6504.6
19-01-2000,6445.45
20-01-2000,6348.73
21-01-2000,6346.31
24-01-2000,6379.8
25-01-2000,6274.1
26-01-2000,6375.6
27-01-2000,6441
28-01-2000,6375.61
31-01-2000,6268.5
01-02-2000,6290.93
02-02-2000,6302.83
03-02-2000,6324.33
04-02-2000,6184.98
07-02-2000,6118.64
08-02-2000,6285.81
09-02-2000,6315.41
10-02-2000,6279.81
11-02-2000,6193.32
14-02-2000,6068.62
15-02-2000,6005.2
16-02-2000,6147.4
17-02-2000,6209.3
18-02-2000,6165
21-02-2000,6081.62
22-02-2000,6014.73
23-02-2000,6144.1
24-02-2000,6086.7
25-02-2000,6198
28-02-2000,6099.64
29-02-2000,6232.56
01-03-2000,6364.9
02-03-2000,6432.1
03-03-2000,6487.46
06-03-2000,6567.81
07-03-2000,6466.54
08-03-2000,6411.2
09-03-2000,6532.11
10-03-2000,6568.7
13-03-2000,6466.87
14-03-2000,6487.11
15-03-2000,6446.99
16-03-2000,6557.25
17-03-2000,6557.99
20-03-2000,6624.51
21-03-2000,6617.87
22-03-2000,6609.6
23-03-2000,6594.6
24-03-2000,6738.5
27-03-2000,6687.17
28-03-2000,6650.14
29-03-2000,6598.83
30-03-2000,6445.17
31-03-2000,6540.22
03-04-2000,6462.12
04-04-2000,6427.03
05-04-2000,6379.32
06-04-2000,6451.14
07-04-2000,6569.88
10-04-2000,6533.38
11-04-2000,6379.22
12-04-2000,6350.8
13-04-2000,6357
14-04-2000,6178.12
17-04-2000,5994.57
18-04-2000,6074.04
19-04-2000,6184.91
20-04-2000,6241.22
21-04-2000,6241.22
24-04-2000,6241.22
25-04-2000,6282.97
26-04-2000,6256.53
27-04-2000,6179.3
28-04-2000,6327.43
01-05-2000,6327.43
02-05-2000,6373.39
03-05-2000,6184.79
04-05-2000,6199.58
05-05-2000,6238.84
08-05-2000,6216.3
09-05-2000,6123.81
10-05-2000,6100.65
11-05-2000,6245.88
12-05-2000,6283.45
15-05-2000,6247.7
16-05-2000,6318.36
17-05-2000,6196.22
18-05-2000,6232.95
19-05-2000,6045.38
22-05-2000,6035.54
23-05-2000,6086.79
24-05-2000,6118.62
25-05-2000,6231.11
26-05-2000,6216.92
29-05-2000,6216.92
30-05-2000,6359.57
31-05-2000,6359.35
01-06-2000,6470.54
02-06-2000,6626.38
05-06-2000,6546.65
06-06-2000,6546.75
07-06-2000,6503.82
08-06-2000,6496.57
09-06-2000,6443.78
12-06-2000,6430.88
13-06-2000,6447.11
14-06-2000,6536.29
15-06-2000,6490.81
16-06-2000,6526.01
19-06-2000,6490.22
20-06-2000,6526.93
21-06-2000,6477.76
22-06-2000,6413.82
23-06-2000,6391.49
26-06-2000,6405.17
27-06-2000,6375.33
28-06-2000,6313.53
29-06-2000,6238.98
30-06-2000,6312.71
03-07-2000,6470.43
04-07-2000,6416.99
05-07-2000,6382.46
06-07-2000,6419.59
07-07-2000,6497.54
10-07-2000,6466.24
11-07-2000,6475.84
12-07-2000,6518.5
13-07-2000,6475.73
14-07-2000,6475.36
17-07-2000,6525.45
18-07-2000,6450.54
19-07-2000,6465.45
20-07-2000,6469.01
21-07-2000,6378.42
24-07-2000,6381.31
25-07-2000,6390.74
26-07-2000,6387.09
27-07-2000,6352.13
28-07-2000,6335.69
31-07-2000,6365.26
01-08-2000,6379.35
02-08-2000,6391.28
03-08-2000,6317.13
04-08-2000,6363.51
07-08-2000,6387.78
08-08-2000,6358.12
09-08-2000,6413.97
10-08-2000,6387.27
11-08-2000,6384.46
14-08-2000,6419.93
15-08-2000,6475.52
16-08-2000,6532.05
17-08-2000,6518.17
18-08-2000,6543.66
21-08-2000,6542.19
22-08-2000,6584.82
23-08-2000,6566.24
24-08-2000,6557.04
25-08-2000,6563.71
28-08-2000,6563.71
29-08-2000,6586.27
30-08-2000,6615.12
31-08-2000,6672.66
01-09-2000,6795.01
04-09-2000,6798.06
05-09-2000,6752.48
06-09-2000,6694.73
07-09-2000,6689.19
08-09-2000,6600.74
11-09-2000,6582
12-09-2000,6555.5
13-09-2000,6478.2
14-09-2000,6555.5
15-09-2000,6417.3
18-09-2000,6410.15
19-09-2000,6403.5
20-09-2000,6279.9
21-09-2000,6199.2
22-09-2000,6205.9
25-09-2000,6257.1
26-09-2000,6213.2
27-09-2000,6269.34
28-09-2000,6264.1
29-09-2000,6294.2
02-10-2000,6284.5
03-10-2000,6345
04-10-2000,6334.9
05-10-2000,6382
06-10-2000,6391.2
09-10-2000,6264.8
10-10-2000,6247.7
11-10-2000,6117.6
12-10-2000,6131.9
13-10-2000,6209.6
16-10-2000,6285.7
17-10-2000,6203.2
18-10-2000,6148.2
19-10-2000,6218.9
20-10-2000,6276.3
23-10-2000,6315.9
24-10-2000,6438.4
25-10-2000,6367.8
26-10-2000,6302.3
27-10-2000,6366.5
30-10-2000,6388.4
31-10-2000,6438.4
01-11-2000,6457.6
02-11-2000,6392
03-11-2000,6385.4
06-11-2000,6431
07-11-2000,6466.9
08-11-2000,6477.4
09-11-2000,6442.2
10-11-2000,6400.2
13-11-2000,6274.8
14-11-2000,6412.9
15-11-2000,6432.3
16-11-2000,6430.4
17-11-2000,6440.1
20-11-2000,6345
21-11-2000,6382.1
22-11-2000,6221.4
23-11-2000,6287.3
24-11-2000,6327.6
27-11-2000,6374.7
28-11-2000,6249.8
29-11-2000,6164.9
30-11-2000,6142.2
01-12-2000,6170.4
04-12-2000,6158.7
05-12-2000,6299
06-12-2000,6273.3
07-12-2000,6231.4
08-12-2000,6288.3
11-12-2000,6370.3
12-12-2000,6390.4
13-12-2000,6403
14-12-2000,6263.8
15-12-2000,6175.8
18-12-2000,6246.5
19-12-2000,6295
20-12-2000,6176.7
21-12-2000,6115.5
22-12-2000,6097.5
25-12-2000,6097.5
26-12-2000,6097.5
27-12-2000,6218.2
28-12-2000,6223.2
29-12-2000,6222.5
01-01-2001,6222.5
02-01-2001,6174.74
03-01-2001,6039.89
04-01-2001,6185.62
05-01-2001,6198.09
08-01-2001,6149.6
09-01-2001,6088.14
10-01-2001,6059.86
11-01-2001,6114.89
12-01-2001,6165.53
15-01-2001,6170.3
16-01-2001,6083.29
17-01-2001,6197.36
18-01-2001,6209.87
19-01-2001,6209.32
22-01-2001,6231.98
23-01-2001,6214.66
24-01-2001,6264.36
25-01-2001,6255.63
26-01-2001,6294.34
29-01-2001,6316.98
30-01-2001,6334.53
31-01-2001,6297.53
01-02-2001,6251.83
02-02-2001,6256.43
05-02-2001,6269.21
06-02-2001,6293.43
07-02-2001,6225.65
08-02-2001,6206.1
09-02-2001,6164.25
12-02-2001,6241.38
13-02-2001,6228.49
14-02-2001,6176.22
15-02-2001,6197.89
16-02-2001,6088.28
19-02-2001,6093.95
20-02-2001,5980.12
21-02-2001,5972.35
22-02-2001,6003.13
23-02-2001,5943.69
26-02-2001,5916.75
27-02-2001,5941.21
28-02-2001,5917.88
01-03-2001,5908.59
02-03-2001,5858.56
05-03-2001,5931.29
06-03-2001,6012.02
07-03-2001,6001.81
08-03-2001,6003.17
09-03-2001,5917.27
12-03-2001,5826.52
13-03-2001,5720.74
14-03-2001,5625.95
15-03-2001,5729.22
16-03-2001,5562.83
19-03-2001,5551.55
20-03-2001,5646.8
21-03-2001,5540.74
22-03-2001,5314.75
23-03-2001,5402.33
26-03-2001,5576.6
27-03-2001,5728.13
28-03-2001,5614.01
29-03-2001,5588.42
30-03-2001,5633.73
02-04-2001,5618.47
03-04-2001,5463.13
04-04-2001,5535.72
05-04-2001,5621.77
06-04-2001,5601.46
09-04-2001,5663.3
10-04-2001,5803
11-04-2001,5788.07
12-04-2001,5766.62
13-04-2001,5766.62
16-04-2001,5766.62
17-04-2001,5761.08
18-04-2001,5890.2
19-04-2001,5871.63
20-04-2001,5879.83
23-04-2001,5871.28
24-04-2001,5840.28
25-04-2001,5827.47
26-04-2001,5868.32
27-04-2001,5951.39
30-04-2001,5966.95
01-05-2001,5928.02
02-05-2001,5904.2
03-05-2001,5765.81
04-05-2001,5870.29
07-05-2001,5870.29
08-05-2001,5886.4
09-05-2001,5893.67
10-05-2001,5963.99
11-05-2001,5896.77
14-05-2001,5690.47
15-05-2001,5842.91
16-05-2001,5884.03
17-05-2001,5904.55
18-05-2001,5914.98
21-05-2001,5941.59
22-05-2001,5976.62
23-05-2001,5897.45
24-05-2001,5915.91
25-05-2001,5889.8
28-05-2001,5889.8
29-05-2001,5863.87
30-05-2001,5796.85
31-05-2001,5796.15
01-06-2001,5809.6
04-06-2001,5856.5
05-06-2001,5922.55
06-06-2001,5901.49
07-06-2001,5948.3
08-06-2001,5950.58
11-06-2001,5860.53
12-06-2001,5804.01
13-06-2001,5820.21
14-06-2001,5752.55
15-06-2001,5722.97
18-06-2001,5671.62
19-06-2001,5680.37
20-06-2001,5699.58
21-06-2001,5641.38
22-06-2001,5665.67
25-06-2001,5661.88
26-06-2001,5555.68
27-06-2001,5607.93
28-06-2001,5638.41
29-06-2001,5642.5
02-07-2001,5716.68
03-07-2001,5639.91
04-07-2001,5600.49
05-07-2001,5549.61
06-07-2001,5479.24
09-07-2001,5468.86
10-07-2001,5467.9
11-07-2001,5391.86
12-07-2001,5481.58
13-07-2001,5536.98
16-07-2001,5517.12
17-07-2001,5427.76
18-07-2001,5404.59
19-07-2001,5437.43
20-07-2001,5387.05
23-07-2001,5405.28
24-07-2001,5320.16
25-07-2001,5275.73
26-07-2001,5286.07
27-07-2001,5403.1
30-07-2001,5446.66
31-07-2001,5529.05
01-08-2001,5546.93
02-08-2001,5584.54
03-08-2001,5547.56
06-08-2001,5526.43
07-08-2001,5536.8
08-08-2001,5476.49
09-08-2001,5402.93
10-08-2001,5427.2
13-08-2001,5431.08
14-08-2001,5507.77
15-08-2001,5461.58
16-08-2001,5389.77
17-08-2001,5342.13
20-08-2001,5357.45
21-08-2001,5430.31
22-08-2001,5408.67
23-08-2001,5396.53
24-08-2001,5471.88
27-08-2001,5471.88
28-08-2001,5434.65
29-08-2001,5417.64
30-08-2001,5332.67
31-08-2001,5344.97
03-09-2001,5312.12
04-09-2001,5379.62
05-09-2001,5316.05
06-09-2001,5204.33
07-09-2001,5070.29
10-09-2001,5033.68
11-09-2001,4745.98
12-09-2001,4882.12
13-09-2001,4943.61
14-09-2001,4755.75
17-09-2001,4898.85
18-09-2001,4848.7
19-09-2001,4721.69
20-09-2001,4556.9
21-09-2001,4433.69
24-09-2001,4613.86
25-09-2001,4663.42
26-09-2001,4696.1
27-09-2001,4763.63
28-09-2001,4903.39
01-10-2001,4785.63
02-10-2001,4832.34
03-10-2001,4881.81
04-10-2001,5016.24
05-10-2001,5036.03
08-10-2001,5032.71
09-10-2001,5009.79
10-10-2001,5153.06
11-10-2001,5164.92
12-10-2001,5145.5
15-10-2001,5067.26
16-10-2001,5082.58
17-10-2001,5203.41
18-10-2001,5116.03
19-10-2001,5017.69
22-10-2001,5070.42
23-10-2001,5193.34
24-10-2001,5167.6
25-10-2001,5086.59
26-10-2001,5188.65
29-10-2001,5085.89
30-10-2001,5003.6
31-10-2001,5039.71
01-11-2001,5071.23
02-11-2001,5129.54
05-11-2001,5209.12
06-11-2001,5214.06
07-11-2001,5216.27
08-11-2001,5278.09
09-11-2001,5244.21
12-11-2001,5146.23
13-11-2001,5277.07
14-11-2001,5240.75
15-11-2001,5238.2
16-11-2001,5290.98
19-11-2001,5337.96
20-11-2001,5298.69
21-11-2001,5313.78
22-11-2001,5345.94
23-11-2001,5293.21
26-11-2001,5302.45
27-11-2001,5265.96
28-11-2001,5205.23
29-11-2001,5208.51
30-11-2001,5203.55
03-12-2001,5164.64
04-12-2001,5212.14
05-12-2001,5333.53
06-12-2001,5369.78
07-12-2001,5264.74
10-12-2001,5185.04
11-12-2001,5160.77
12-12-2001,5119.99
13-12-2001,5074.86
14-12-2001,5061.02
17-12-2001,5136.31
18-12-2001,5151.08
19-12-2001,5120.55
20-12-2001,5080.23
21-12-2001,5159.23
24-12-2001,5177.41
25-12-2001,5177.41
26-12-2001,5177.41
27-12-2001,5213.22
28-12-2001,5242.42
31-12-2001,5217.35
01-01-2002,5217.35
02-01-2002,5218.29
03-01-2002,5318.79
04-01-2002,5323.76
07-01-2002,5293.57
08-01-2002,5250.37
09-01-2002,5228.46
10-01-2002,5190.7
11-01-2002,5198.57
14-01-2002,5113.5
15-01-2002,5166
16-01-2002,5127.58
17-01-2002,5138.45
18-01-2002,5126.79
21-01-2002,5138.53
22-01-2002,5149.19
23-01-2002,5180.65
24-01-2002,5233.14
25-01-2002,5193.05
28-01-2002,5223.62
29-01-2002,5131.4
30-01-2002,5089.32
31-01-2002,5164.78
01-02-2002,5189.68
04-02-2002,5167.31
05-02-2002,5093.36
06-02-2002,5073.81
07-02-2002,5127.03
08-02-2002,5128.09
11-02-2002,5161.78
12-02-2002,5135.71
13-02-2002,5153.92
14-02-2002,5208.75
15-02-2002,5182.48
18-02-2002,5154.29
19-02-2002,5092.5
20-02-2002,5024.15
21-02-2002,5073.31
22-02-2002,5050.84
25-02-2002,5100.74
26-02-2002,5138.95
27-02-2002,5178.44
28-02-2002,5100.96
01-03-2002,5169.02
04-03-2002,5241.98
05-03-2002,5214.03
06-03-2002,5245.54
07-03-2002,5282.14
08-03-2002,5285.65
11-03-2002,5258.93
12-03-2002,5252.5
13-03-2002,5271.96
14-03-2002,5261.42
15-03-2002,5292.73
18-03-2002,5299.93
19-03-2002,5316.07
20-03-2002,5266.9
21-03-2002,5253.3
22-03-2002,5250.5
25-03-2002,5203.61
26-03-2002,5195.46
27-03-2002,5214.7
28-03-2002,5271.76
29-03-2002,5271.76
01-04-2002,5271.76
02-04-2002,5251.44
03-04-2002,5247.84
04-04-2002,5209.46
05-04-2002,5233.63
08-04-2002,5178.55
09-04-2002,5179.56
10-04-2002,5229.12
11-04-2002,5137.43
12-04-2002,5161.02
15-04-2002,5201.44
16-04-2002,5259.88
17-04-2002,5263.88
18-04-2002,5229.37
19-04-2002,5243.6
22-04-2002,5221.47
23-04-2002,5190.99
24-04-2002,5218.17
25-04-2002,5197.54
26-04-2002,5159.01
29-04-2002,5153.86
30-04-2002,5165.58
01-05-2002,5125.51
02-05-2002,5174.06
03-05-2002,5203.05
06-05-2002,5203.05
07-05-2002,5119.9
08-05-2002,5209.1
09-05-2002,5197.58
10-05-2002,5171.24
13-05-2002,5204.84
14-05-2002,5239.47
15-05-2002,5259.11
16-05-2002,5248.53
17-05-2002,5217.98
20-05-2002,5208.1
21-05-2002,5197.21
22-05-2002,5151.89
23-05-2002,5175.31
24-05-2002,5169.07
27-05-2002,5136.26
28-05-2002,5074.22
29-05-2002,5082.98
30-05-2002,5040.75
31-05-2002,5085.07
03-06-2002,5085.07
04-06-2002,5085.07
05-06-2002,4989.15
06-06-2002,4957.63
07-06-2002,4920.4
10-06-2002,4928.21
11-06-2002,4934.82
12-06-2002,4851.67
13-06-2002,4771.91
14-06-2002,4630.77
17-06-2002,4756.75
18-06-2002,4702.01
19-06-2002,4652.43
20-06-2002,4580.34
21-06-2002,4605.35
24-06-2002,4541.87
25-06-2002,4630.96
26-06-2002,4531.01
27-06-2002,4540.65
28-06-2002,4656.36
01-07-2002,4685.76
02-07-2002,4546.77
03-07-2002,4392.55
04-07-2002,4471.19
05-07-2002,4615.65
08-07-2002,4601.29
09-07-2002,4542.94
10-07-2002,4420.13
11-07-2002,4230.05
12-07-2002,4224.11
15-07-2002,3994.5
16-07-2002,4021.93
17-07-2002,4190.63
18-07-2002,4297.3
19-07-2002,4098.32
22-07-2002,3895.5
23-07-2002,3857.99
24-07-2002,3777.13
25-07-2002,3965.89
26-07-2002,4016.65
29-07-2002,4202.7
30-07-2002,4180.92
31-07-2002,4246.21
01-08-2002,4044.52
02-08-2002,4075.55
05-08-2002,3996.41
06-08-2002,4131.03
07-08-2002,4094.43
08-08-2002,4240.47
09-08-2002,4322.36
12-08-2002,4221.56
13-08-2002,4271.66
14-08-2002,4171.06
15-08-2002,4327.45
16-08-2002,4329.97
19-08-2002,4426.85
20-08-2002,4368.89
21-08-2002,4364.8
22-08-2002,4434.72
23-08-2002,4389.82
26-08-2002,4389.82
27-08-2002,4449.72
28-08-2002,4274.02
29-08-2002,4209.31
30-08-2002,4227.28
02-09-2002,4180.88
03-09-2002,4028.65
04-09-2002,4026.95
05-09-2002,4011.01
06-09-2002,4107.22
09-09-2002,4062.44
10-09-2002,4175.52
11-09-2002,4210.66
12-09-2002,4084.9
13-09-2002,4008.02
16-09-2002,4044.25
17-09-2002,4025.15
18-09-2002,3865.41
19-09-2002,3813.53
20-09-2002,3860.1
23-09-2002,3739.37
24-09-2002,3671.13
25-09-2002,3696.25
26-09-2002,3850.61
27-09-2002,3907.2
30-09-2002,3721.75
01-10-2002,3797.4
02-10-2002,3905.25
03-10-2002,3880.34
04-10-2002,3813.77
07-10-2002,3780.93
08-10-2002,3730.47
09-10-2002,3742.4
10-10-2002,3777.28
11-10-2002,3953.38
14-10-2002,3931.64
15-10-2002,4130.33
16-10-2002,4057.71
17-10-2002,4170.68
18-10-2002,4130.54
21-10-2002,4133.77
22-10-2002,4118.88
23-10-2002,4006.91
24-10-2002,4103.69
25-10-2002,4051.09
28-10-2002,4090.46
29-10-2002,3935.93
30-10-2002,4002.65
31-10-2002,4039.66
01-11-2002,3996.98
04-11-2002,4141.46
05-11-2002,4146.13
06-11-2002,4103.72
07-11-2002,4081.26
08-11-2002,4034.58
11-11-2002,4015.58
12-11-2002,4085.05
13-11-2002,4029.38
14-11-2002,4053.14
15-11-2002,4091.62
18-11-2002,4115.99
19-11-2002,4096.51
20-11-2002,4094.86
21-11-2002,4190
22-11-2002,4175.23
25-11-2002,4122.21
26-11-2002,4070.96
27-11-2002,4144.19
28-11-2002,4185.4
29-11-2002,4169.41
02-12-2002,4154.27
03-12-2002,4075.39
04-12-2002,4048.6
05-12-2002,4032.42
06-12-2002,4013.46
09-12-2002,3933.93
10-12-2002,3925
11-12-2002,3974.87
12-12-2002,3935.31
13-12-2002,3878.07
16-12-2002,3983.97
17-12-2002,3908.71
18-12-2002,3835.18
19-12-2002,3841.41
20-12-2002,3889.86
23-12-2002,3936.87
24-12-2002,3942.1
25-12-2002,3942.1
26-12-2002,3942.1
27-12-2002,3829.39
30-12-2002,3900.62
31-12-2002,3940.36
01-01-2003,3940.36
02-01-2003,4009.46
03-01-2003,4004.95
06-01-2003,4001.37
